	key	final_y_pred	model_correct	fold	mouse_id	Unnamed: 0	diet	vendor	high_fiber	chow_highFiber	bloom_status	model
371	charles_river	charles_river	1	f2	21	15	3	1	1	1	0	logreg
372	taconic	taconic	1	f2	22	30	1	0	1	1	0	logreg
373	charles_river	taconic	0	f2	23	3	0	1	0	1	1	logreg
374	taconic	taconic	1	f2	24	28	0	0	0	1	1	logreg
375	taconic	taconic	1	f2	25	27	0	0	0	1	0	logreg
376	taconic	taconic	1	f2	26	44	3	0	1	1	1	logreg
377	taconic	taconic	1	f2	27	43	3	0	1	1	0	logreg
378	taconic	taconic	1	f2	28	35	2	0	0	0	1	logreg
379	taconic	taconic	1	f2	29	36	2	0	0	0	1	logreg
380	charles_river	charles_river	1	f3	30	9	1	1	1	1	0	logreg
381	taconic	taconic	1	f3	31	48	4	0	0	0	1	logreg
382	charles_river	charles_river	1	f3	32	12	2	1	0	0	1	logreg
383	charles_river	charles_river	1	f3	33	8	1	1	1	1	0	logreg
384	charles_river	charles_river	1	f3	34	11	2	1	0	0	1	logreg
385	taconic	taconic	1	f3	35	31	1	0	1	1	1	logreg
386	taconic	taconic	1	f3	36	37	2	0	0	0	1	logreg
387	taconic	taconic	1	f3	37	47	4	0	0	0	1	logreg
388	charles_river	charles_river	1	f3	38	20	4	1	0	0	1	logreg
389	charles_river	charles_river	1	f3	39	19	3	1	1	1	0	logreg
390	taconic	taconic	1	f4	40	45	4	0	0	0	1	logreg
391	charles_river	charles_river	1	f4	41	1	0	1	0	1	0	logreg
